campaign_id,campaign_name,campaign_type,start_date,end_date,target_segment,budget,impressions,clicks,conversions,conversion_rate,roi
37d9b67d-5e0c-43e7-a6e2-03e530cd0f17,Exclusive Sale 2021,Email Marketing,8/21/2022,8/28/2022,Adults (26-40),7186.61,111118,2268,70,3.09,37.54
ed3a2d04-c6d0-442d-8bbd-2074269b8e09,Spring Event 2024,TV Advertisement,10/10/2022,11/24/2022,Kitchen Enthusiasts,104643.17,8395186,65443,2916,4.46,780.28
de18d3d0-222f-443b-b26f-a71728b688b7,Limited Time Collection 2022,Radio Advertisement,10/1/2023,11/15/2023,Southern States,81799.11,6715314,31419,823,2.62,374.38
9f255da5-f0e4-46d9-910a-8deae4fe01cc,,,6/30/2024,9/28/2024,Young Adults (18-25),131083.96,8152806,47144,2123,4.5,116.24
06ba20c8-d222-4dbf-a1b5-c9ecc3e8db3d,New Year Special 2024,Influencer Marketing,7/14/2020,7/28/2020,Seniors (60+),28530.21,1953081,6346,222,3.5,100.6
fdc3fc9c-58a8-4a58-8b6f-bd1cf56baa77,New Year Promotion 2020,In-Store Promotion,3/20/2024,4/19/2024,East Coast,16531.42,1390451,12961,2986,23.04,4804.99
c3e21ace-8fb1-46d6-b95a-e385f8afeb75,Anniversary Blowout 2023,In-Store Promotion,12/4/2024,1/18/2025,Midwest,11616.93,346329,3065,780,25.45,2338.21
c41f7d29-72bb-4a9e-9f8f-b5fa7b6f594f,Limited Time Bonanza 2022,Search Engine Marketing,11/22/2022,1/21/2023,All Customers,27202.83,1721721,116252,12423,10.69,20764.6
aee201d4-c298-4947-8377-f3b264297a68,Weekend Extravaganza 2023,Online Display Ads,10/29/2020,11/12/2020,East Coast,23785.16,210094,749,35,4.67,-28.26
8f5445ca-e169-4184-a136-9d616e7027df,Holiday Extravaganza 2023,Radio Advertisement,3/3/2022,6/1/2022,In-Store Shoppers,51189.65,4043444,29215,1108,3.79,446.68
32057e76-d786-4702-9a7a-269442533230,Flash Promotion 2021,SMS Marketing,3/28/2024,4/27/2024,Middle-aged (41-60),11095.36,1019649,4673,165,3.53,328.74
2174185f-8148-4afc-8a2c-4e71171a7ade,Exclusive Deals 2021,TV Advertisement,2/17/2023,5/18/2023,Kitchen Enthusiasts,101537.11,3978955,19467,458,2.35,
9c5d79da-1b80-4df3-95f3-c6ad8188efa5,Holiday Promotion 2024,SMS Marketing,6/27/2020,8/11/2020,East Coast,26123.52,1012040,8141,209,2.57,108.5
79971f60-bce5-4306-b48e-e10277393351,Limited Time Collection 2020,,8/21/2020,9/4/2020,Seniors (60+),34173.69,3135948,56400,1515,2.69,1386.56
7845cf3a-7138-4df2-be3e-bfc16213d168,Exclusive Extravaganza 2024,Online Display Ads,9/24/2024,10/24/2024,New Customers,17944.65,1204548,11013,406,3.69,174.28
2b5a8d4b-78a5-4fd2-a09d-aa2b91b7724c,Anniversary Discount 2021,Influencer Marketing,12/21/2021,1/4/2022,Inactive Customers,44745.14,2617017,14120,682,4.83,624.38
74d96a09-a84d-4133-a00d-33be53ffb76c,Weekend Extravaganza 2023,Email Marketing,8/1/2021,8/15/2021,Midwest,28799.63,2858193,55509,1778,3.2,2982.27
3832bb51-f2b0-4c4c-94a8-b7d1a727c7f6,Holiday Event 2024,Online Display Ads,1/23/2023,4/23/2023,Seniors (60+),22383.81,2051075,3682,126,3.42,100.02
716d9d59-f3f5-4f64-a2dd-4c352159c94e,Back to School Event 2020,Social Media,7/25/2020,9/23/2020,Middle-aged (41-60),30051.16,760781,5293,132,2.49,66.37
cba61b62-936e-4b40-9abd-29329d6b4a1b,Limited Time Extravaganza 2022,In-Store Promotion,4/27/2024,6/26/2024,Southern States,19128.17,111624,671,252,37.56,137.63
578b5c86-505d-4418-91e5-cf0923b36f9d,Flash Blowout 2024,TV Advertisement,11/2/2023,12/2/2023,In-Store Shoppers,102403.58,472152,2864,120,4.19,-74.67
98a558f9-7fb5-4f8b-af4d-b74f1a79a682,New Year Collection 2020,Email Marketing,12/10/2023,1/9/2024,Southern States,18468.61,438282,10309,211,2.05,348.01
63dc1773-9030-4025-af6b-5c601d17c485,Anniversary Sale 2024,SMS Marketing,6/5/2021,7/20/2021,In-Store Shoppers,18882.22,544608,782,25,3.2,-84.65
c5069066-41f9-49c1-801c-ee40a3245010,Holiday Discount 2024,Influencer Marketing,9/14/2023,9/21/2023,Kitchen Enthusiasts,42869.88,3243715,5208,250,4.8,-37.36
60e8259c-1497-4943-9ca4-123f114da46d,Back to School Promotion 2022,TV Advertisement,12/16/2024,1/30/2025,Inactive Customers,143227.2,4091098,10438,236,2.26,-53.98
565a466f-71fe-41ed-836f-e5f9f6d30e0c,Summer Special 2021,Print Advertisement,10/3/2023,12/2/2023,Southern States,76067.5,2749315,6735,77,1.14,-83.64
05d8ea20-b45f-40ee-be1b-0e4d02549d16,,Influencer Marketing,1/22/2024,3/22/2024,Inactive Customers,45328.14,179549,1258,42,3.34,-73.98
e89ebd0e-3122-470c-879c-8cfe54c83d20,Winter Collection 2022,Social Media,12/18/2022,3/18/2023,Loyal Customers,34722.72,1938590,17999,893,4.96,1175.82
d2ea3c5c-edd1-440e-bffa-e89a779d2832,Fall Event 2021,Online Display Ads,12/29/2023,2/12/2024,Middle-aged (41-60),47025.5,3398880,22277,796,3.57,703.55
164f5d5d-7170-4cb3-8161-4c46dded7cd1,Limited Time Blowout 2020,Search Engine Marketing,6/29/2024,8/13/2024,All Customers,13067.69,1133844,44577,5178,11.62,9775.31
c272f7a3-319b-4f5e-9066-c2dc9812bceb,Anniversary Extravaganza 2022,Print Advertisement,8/27/2021,9/26/2021,Loyal Customers,23359.29,1570842,10467,485,4.63,535.99
aedad518-49f9-47f7-b515-249d7268f41b,Spring Collection 2023,Email Marketing,11/14/2021,12/14/2021,Adults (26-40),6534.09,276410,4631,357,7.71,2340.87
45f801e7-f299-4ce3-8517-3e142f072ffc,Exclusive Discount 2021,In-Store Promotion,8/5/2020,10/4/2020,Middle-aged (41-60),19026.36,1426912,5009,1921,38.35,3412.66
7ee81399-5586-4063-aa94-67140318eeea,VIP Bonanza 2022,Search Engine Marketing,10/9/2022,10/16/2022,Midwest,30579.95,128888,9876,611,6.19,817.4
e3a22946-a46d-4a17-90b1-e540cc55fc21,Weekend Bonanza 2022,Search Engine Marketing,6/13/2024,9/11/2024,Home Improvement,13262.16,1168604,76377,8748,11.45,29059.57
e6cdb1f3-8768-4404-b775-e830ab7c8575,Spring Discount 2022,Influencer Marketing,4/3/2022,4/17/2022,Young Adults (18-25),54080.16,3308640,10283,321,3.12,195.9
4e544bff-b751-40e7-8e8c-c71d4659b5c0,New Year Collection 2021,Online Display Ads,2/2/2024,2/9/2024,Middle-aged (41-60),41999.51,2455896,22562,719,3.19,153.07
b2aedde0-51ac-4b5b-964e-61516b00c60f,Summer Special 2020,Influencer Marketing,6/14/2024,6/21/2024,All Customers,29159.37,588109,3975,196,4.93,194.86
1bb1316d-b5a9-4386-bdc3-78047c406afa,Anniversary Deals 2023,SMS Marketing,12/2/2023,3/1/2024,High-Value Customers,24430.78,850806,5346,170,3.18,277.37
369841a2-1893-4e1e-8d5d-3648d06ee408,Clearance Extravaganza 2022,Online Display Ads,5/29/2020,7/28/2020,In-Store Shoppers,10149.7,590148,1483,,2.97,114.08
250b68cd-0c2f-429a-a6a2-5e7f74f8794c,Weekend Bonanza 2024,Print Advertisement,2/8/2023,3/10/2023,Southern States,55433.31,2344285,21773,369,1.69,48.44
b2467dac-9479-4c7f-9c5f-4a732748447b,Clearance Extravaganza 2023,Radio Advertisement,9/15/2020,12/14/2020,Adults (26-40),68263.32,5058400,45666,2035,4.46,1350.42
2b23c953-1adb-429b-abc4-f03c98004771,Flash Special 2021,Search Engine Marketing,6/16/2024,8/15/2024,Midwest,39929.61,1433229,63373,5151,8.13,3133.02
17c199ea-899e-42d2-acb4-563f75271715,Exclusive Blowout 2022,Social Media,12/23/2021,12/30/2021,Middle-aged (41-60),45261.74,1566830,12705,306,2.41,80.48
f0162c79-830a-46ef-85c6-f86796d016a7,Summer Collection 2024,Radio Advertisement,10/20/2021,12/4/2021,Inactive Customers,177945.48,12015786,67225,3264,4.86,480
b7968718-3a68-43e7-b62e-ea66db65a1ce,Back to School Sale 2022,Radio Advertisement,4/13/2024,5/13/2024,In-Store Shoppers,186115.81,12468419,57219,2538,4.44,532.65
